,Datetime,Tweet Id,Text
103,########,1.23E+18,"Restoration work begins in Delhi schools burnt down by mob during clashes.
 
 https://t.co/KxDBdMS50d https://t.co/nZQEcjKwNr"
104,########,1.23E+18,"Air India tells crew of flight with #coronavirus patient to stay at home.
 
 
 
 Read more here: https://t.co/IgLiKfAExi https://t.co/cbSMs5S0By"
105,########,1.23E+18,"Top stories now on https://t.co/Fbzw6mR9Q5 
 
 
 
 #NDTVTopStories https://t.co/3JtHQGR3ri"
106,########,1.23E+18,.@LRC_NDTV | Supreme Court to hear a plea filed by a group of victims of the #DelhiViolence alleging that the hateâ€¦ https://t.co/3kmixdongD
107,########,1.23E+18,.@LRC_NDTV | PM Modi and Home Minister Amit Shah have come under a lot of criticism for not talking about theâ€¦ https://t.co/7LFSetnJvZ
108,########,1.23E+18,"Air India tells crew of flight with #coronavirus patient to stay at home.
 
 https://t.co/IgLiKfAExi https://t.co/LyafddBcM7"
109,########,1.23E+18,"Over 1200 arrests made in northeast Delhi clashes, say Police.
 
 https://t.co/pu6ojcjO0L https://t.co/7mRFTp8Vjv"
110,########,1.23E+18,"BJP created situation for Delhi riots: AAP's Atishi
 
 https://t.co/Z91g9cTY7y https://t.co/CldSYPxkx7"
111,########,1.23E+18,"Goonda' elements of Congress disrupting parliament sessions: Smriti Irani
 
 https://t.co/M4jQtG8b4S https://t.co/wgU6EICvqh"
112,########,1.23E+18,"No need to worry about #coronavirus if you overcome mental stress: Yogi Adityanath
 
 https://t.co/teZ3MkCfmV https://t.co/z3RBdf6ZPg"
113,########,1.23E+18,#AirIndia #CoronavirusOutbreak https://t.co/PSjE1d7vd2
114,########,1.23E+18,RT @CricketNDTV: Chintan Gaja smashed 61 and took 5/15 as Gujarat ended the day at 66/5 in their second innings while Karnataka finished onâ€¦
115,########,1.23E+18,"#BreakingNews | Air India crew of February 25 Vienna-Delhi flight on asked to stay in isolation.
 
 
 
 #coronavirusâ€¦ https://t.co/vdqKq8yWbj"
116,########,1.23E+18,"South Korea seeks #coronavirus murder charges, over 3,000 dead worldwide.
 
 https://t.co/xQkGlPwR7O https://t.co/rGGBd5NA0x"
117,########,1.23E+18,"Pilot-in-command may allow internet access onboard through Wi-Fi: Government
 
 https://t.co/HjzeMLgWpt https://t.co/P4iYj9Sriv"
118,########,1.23E+18,"Top stories now on https://t.co/Fbzw6mR9Q5 
 
 
 
 #NDTVTopStories https://t.co/s2IGSvoVGA"
119,########,1.23E+18,"PM tweet about leaving social media stirs up storm, ""No Sir"" is top trend.
 
 https://t.co/kdgEJQ8cNm https://t.co/jXjrEfaiZm"
120,########,1.23E+18,"""Give up hatred, not social media accounts"": Rahul Gandhi's swipe at PM.
 
 https://t.co/eqEuhzv6TX https://t.co/c5j12pnQTS"
121,########,1.23E+18,".@OnReality_Check | ""The government needs to set up proper spaces, night shelters as relief camps won't do"": Anjaliâ€¦ https://t.co/ykovTq4fcN"
122,########,1.23E+18,.@OnReality_Check | A fact-finding team of civil rights activists and NDTV's reporters find out the ground realityâ€¦ https://t.co/jEKmUvBVJM
123,########,1.23E+18,"""Give up hatred, not social media accounts"": Rahul Gandhi, Congress leader reacts to PM Modi's tweet about giving uâ€¦ https://t.co/f9DQJDIOHN"
